38283,39267,40235,40071,41026,41568,42199,43046,44513,46042,45213,45014,46009,45292,45049,42576,42837,42633,43671,41920,48226,46426,43397,44346,44121,42800,42305,40979,41764,40227,40829,40224,40448,40288,41819,42636,44381,45771,47331,47535,49726,50946,57084,60551,65645,69189
35555,36904,37863,38814,38714,39660,40076,40839,41550,43030,44528,43712,43571,44488,43887,43606,41226,41493,41265,42262,40599,46683,44951,42023,42953,42719,41476,41000,39763,40545,39035,39693,39071,39363,39231,40811,41610,43301,44762,46321,46545,48762,49923,56023,59414,64462
34689,34250,35452,36551,37320,37301,38130,38589,39363,39981,41439,42872,42140,42076,42901,42431,42065,39773,40099,39854,40707,39198,45032,43339,40548,41403,41224,40110,39662,38529,39249,37813,38491,37898,38219,38193,39733,40495,42201,43731,45251,45421,47730,48954,54998,58270
32209,33228,32796,34044,34991,35768,35768,36634,37070,37756,38345,39809,41278,40517,40492,41225,40838,40481,38309,38563,38342,39184,37719,43267,41766,39001,39862,39708,38722,38234,37177,37919,36513,37129,36696,37057,37029,38580,39374,41087,42517,44128,44338,46611,47876,53758
30560,30750,31687,31332,32478,33463,34268,34253,35088,35452,36106,36693,38063,39506,38852,38744,39537,39238,38879,36824,36985,36755,37595,36086,41477,40021,37405,38242,38155,37260,36781,35779,36518,35225,35810,35430,35799,35880,37421,38194,39807,41333,42919,43228,45513,46764
28046,29041,29124,30122,29831,30838,31789,32671,32565,33453,33744,34425,35017,36256,37660,37064,36987,37828,37497,37210,35202,35329,35136,35920,34468,39578,38258,35824,36543,36566,35747,35277,34323,35056,33910,34380,34088,34546,34688,36166,36966,38612,40170,41726,42093,44315
25768,26635,27468,27500,28487,28245,29113,30188,30993,30864,31773,32021,32640,33197,34435,35786,35284,35185,35924,35678,35382,33480,33654,33267,34165,32724,37651,36460,34119,34846,34971,34186,33735,32855,33596,32576,32954,32755,33237,33378,34877,35642,37319,38953,40434,40935
23482,24253,25047,25859,25820,26742,26564,27510,28494,29181,29059,29911,30255,30840,31333,32622,33795,33410,33339,33995,33691,33547,31738,31804,31448,32312,31003,35731,34631,32387,33065,33270,32499,32151,31384,32150,31127,31499,31351,31868,32086,33463,34311,36015,37706,39125
20575,21874,22639,23445,24185,24151,24971,24897,25824,26701,27363,27176,28036,28414,28995,29392,30635,31856,31469,31385,32036,31764,31621,29855,30026,29627,30371,29217,33782,32732,30661,31249,31481,30805,30519,29800,30585,29739,29967,29831,30353,30691,31991,32921,34612,36344
19354,19086,20274,21025,21715,22476,22348,23341,23239,24061,24840,25505,25369,26232,26552,27116,27442,28699,29816,29456,29328,30054,29789,29538,27999,28080,27748,28591,27485,31735,30772,28769,29425,29694,29163,28898,28163,28957,28240,28397,28351,28858,29298,30549,31549,33154
16998,17791,17603,18724,19337,20024,20721,20796,21590,21490,22204,22989,23641,23472,24369,24648,25158,25557,26660,27749,27391,27377,27982,27727,27506,26020,26183,25850,26674,25647,29689,28765,26911,27577,27873,27477,27217,26518,27327,26610,26778,26895,27301,27796,29131,30067
14929,15547,16238,16149,17112,17685,18296,19137,19112,19820,19673,20300,21133,21737,21672,22362,22765,23244,23564,24656,25569,25338,25377,25787,25693,25306,24080,24317,24043,24750,23854,27634,26790,25031,25727,26012,25673,25507,24880,25646,24974,25224,25324,25738,26327,27539
13219,13457,14073,14665,14563,15569,16033,16846,17455,17405,18067,17917,18544,19296,19890,19864,20467,20924,21288,21649,22618,23429,23313,23152,23691,23548,23214,22116,22386,22110,22827,22006,25444,24768,23165,23894,24212,23820,23744,23176,23830,23377,23525,23700,24214,24737
11557,11821,12000,12616,13096,13082,13971,14495,15181,15720,15670,16328,16185,16740,17441,17973,18130,18523,18979,19423,19666,20584,21240,21108,20972,21485,21409,21180,20219,20393,20232,20902,20140,23250,22782,21335,22014,22287,22058,21917,21446,22102,21673,21816,22111,22606
9780,10227,10395,10668,11200,11692,11559,12556,12986,13477,14038,13935,14595,14522,15029,15722,16146,16327,16700,17071,17415,17714,18537,19063,19002,18865,19423,19349,19252,18304,18548,18286,18914,18275,21203,20817,19540,20064,20391,20198,20161,19724,20347,19976,20147,20420
8311,8509,8964,9090,9344,9815,10167,10266,11086,11473,11880,12400,12370,12854,12921,13271,13957,14375,14527,14885,15191,15548,15768,16449,16918,16921,16833,17311,17405,17238,16455,16706,16401,16982,16503,19122,18826,17654,18263,18496,18298,18433,18030,18532,18401,18487
6987,7133,7360,7753,7899,8086,8460,8873,8926,9665,9967,10325,10849,10805,11240,11283,11669,12348,12727,12814,13062,13403,13705,13825,14520,14835,14911,14895,15373,15440,15359,14582,14855,14619,15189,14757,17065,16871,15861,16402,16651,16483,16691,16341,16846,16674
